tau,tau_prime,method,final_cos_sim,final_stderr,n_left,n_right,n_indifferent,n_incomparable,n_decisive_total,n_forced,n_attempts,learning_curve_mean,learning_curve_stderr
0.8,0.2,bt_laplace_bald_random,0.6211370819638248,0.05237543204126512,0,0,60,0,60,60,0,"0.8007,0.8929,0.8066,0.8923,0.7793,0.7027,0.7114,0.7208,0.7570,0.7476,0.6956,0.7456,0.6875,0.7125,0.7015,0.6958,0.6355,0.7178,0.6801,0.6211","0.0906,0.0381,0.0693,0.0300,0.0911,0.1122,0.1089,0.1037,0.1089,0.1159,0.1252,0.1144,0.0938,0.0842,0.0562,0.0613,0.0569,0.0749,0.0537,0.0524"
0.8,0.2,bt_laplace_bald_left,0.7434139474998066,0.06381696646841688,0,0,60,0,60,60,0,"0.7991,0.7571,0.7477,0.7440,0.8408,0.7843,0.8155,0.7755,0.7457,0.7636,0.7481,0.6315,0.7078,0.7503,0.8282,0.7767,0.7216,0.7793,0.7225,0.7434","0.0610,0.0923,0.0269,0.0472,0.0467,0.0972,0.0925,0.0605,0.0727,0.0399,0.0258,0.0601,0.0420,0.0539,0.0317,0.0799,0.1210,0.0556,0.0972,0.0638"
0.8,0.4,multiframe,0.7546988159741556,0.11545096092953264,0,0,60,0,0,0,0,"0.7395,0.7068,0.6848,0.7815,0.7925,0.7491,0.7169,0.7415,0.7953,0.7329,0.7546,0.7353,0.7625,0.7476,0.7951,0.7530,0.7716,0.7632,0.7654,0.7547","0.0838,0.0443,0.0633,0.0735,0.0630,0.0618,0.0686,0.0544,0.0511,0.0648,0.0827,0.0855,0.0838,0.0808,0.0549,0.1188,0.0913,0.0990,0.0767,0.1155"
0.8,0.4,bt_laplace_bald,0.7635686089335922,0.06922806992441491,0,0,60,0,0,0,0,"0.7671,0.7699,0.7545,0.7942,0.7937,0.7771,0.7663,0.7586,0.7799,0.7540,0.7725,0.7803,0.7692,0.7819,0.7675,0.7627,0.7733,0.7647,0.7707,0.7636","0.0651,0.0587,0.0695,0.0568,0.0676,0.0716,0.0715,0.0752,0.0646,0.0777,0.0645,0.0629,0.0684,0.0615,0.0619,0.0769,0.0632,0.0744,0.0715,0.0692"
0.8,0.4,bt_laplace_bald_k,0.7698003971013908,0.0612129326628556,4,7,1486,3,11,0,1500,"0.7726,0.7878,0.7846,0.7620,0.7915,0.7804,0.7667,0.7626,0.7827,0.7612,0.7596,0.7768,0.7823,0.7880,0.7737,0.7835,0.7708,0.7809,0.7656,0.7698","0.0630,0.0584,0.0669,0.0676,0.0626,0.0618,0.0735,0.0642,0.0662,0.0670,0.0735,0.0722,0.0628,0.0542,0.0735,0.0623,0.0648,0.0635,0.0680,0.0612"
0.8,0.4,bt_laplace_bald_random,0.5572549022595336,0.05599950577637729,0,0,60,0,60,60,0,"0.7369,0.7405,0.6837,0.7911,0.7876,0.7300,0.7416,0.7727,0.7769,0.7804,0.7742,0.7789,0.7410,0.7469,0.7042,0.7300,0.6923,0.6989,0.6076,0.5573","0.0977,0.1039,0.0433,0.1014,0.0928,0.1199,0.1041,0.0810,0.1164,0.1264,0.1500,0.1236,0.1087,0.0890,0.0569,0.0814,0.0913,0.0660,0.0655,0.0560"
0.8,0.4,bt_laplace_bald_left,0.7450891241709569,0.06462825537578017,0,0,60,0,60,60,0,"0.8130,0.7564,0.7510,0.7696,0.8495,0.7725,0.7418,0.7606,0.7370,0.6650,0.6536,0.5325,0.6227,0.6631,0.7153,0.6847,0.6410,0.7047,0.6753,0.7451","0.0574,0.0924,0.0285,0.0517,0.0440,0.0939,0.0901,0.0622,0.0729,0.0546,0.0557,0.0346,0.0463,0.0517,0.0767,0.1014,0.1214,0.0601,0.0902,0.0646"
0.8,0.6,multiframe,0.8820634309961172,0.012725510835466068,0,0,60,0,0,0,0,"0.8139,0.7425,0.7857,0.7791,0.8801,0.8578,0.8105,0.7705,0.7687,0.8024,0.8518,0.8549,0.8542,0.8448,0.8535,0.9015,0.8444,0.8405,0.8382,0.8821","0.0658,0.0424,0.0474,0.0728,0.0257,0.0412,0.0532,0.0613,0.0689,0.0159,0.0205,0.0453,0.0227,0.0627,0.0386,0.0246,0.0346,0.0545,0.0399,0.0127"
0.8,0.6,bt_laplace_bald,0.8247357295312628,0.04635134837156467,0,1,59,0,1,0,0,"0.8373,0.8349,0.8460,0.8601,0.8608,0.8477,0.8484,0.8398,0.8450,0.8456,0.8354,0.8570,0.8559,0.8521,0.8387,0.8499,0.8648,0.8350,0.8536,0.8247","0.0463,0.0423,0.0494,0.0383,0.0432,0.0441,0.0477,0.0388,0.0500,0.0510,0.0461,0.0383,0.0414,0.0367,0.0342,0.0382,0.0502,0.0421,0.0491,0.0464"
0.8,0.6,bt_laplace_bald_k,0.8445207665649059,0.03662461485602986,2,4,1494,0,6,0,1500,"0.8477,0.8427,0.8663,0.8359,0.8509,0.8519,0.8464,0.8355,0.8530,0.8365,0.8483,0.8535,0.8477,0.8488,0.8440,0.8480,0.8450,0.8544,0.8512,0.8445","0.0395,0.0434,0.0295,0.0487,0.0371,0.0413,0.0429,0.0449,0.0338,0.0393,0.0433,0.0506,0.0385,0.0372,0.0488,0.0434,0.0368,0.0369,0.0385,0.0366"
0.8,0.6,bt_laplace_bald_random,0.6698383782785496,0.08237168159212221,0,0,60,0,60,60,0,"0.7914,0.7576,0.7085,0.8161,0.8837,0.8832,0.8596,0.8664,0.9071,0.9189,0.9339,0.9237,0.8655,0.8328,0.7843,0.8063,0.7299,0.7507,0.6730,0.6698","0.0797,0.1081,0.0463,0.1086,0.0241,0.0116,0.0600,0.0671,0.0105,0.0136,0.0227,0.0104,0.0073,0.0243,0.0133,0.0348,0.0662,0.0237,0.0682,0.0824"
0.8,0.6,bt_laplace_bald_left,0.7571051051482632,0.054900238200632376,0,0,60,0,60,60,0,"0.8635,0.8171,0.8263,0.8378,0.8565,0.8638,0.7968,0.8126,0.7966,0.6898,0.6550,0.6049,0.6602,0.6918,0.7002,0.7045,0.7160,0.7149,0.7254,0.7571","0.0393,0.0626,0.0337,0.0068,0.0404,0.0270,0.0680,0.0431,0.0430,0.0594,0.0564,0.0616,0.0528,0.0494,0.0753,0.0967,0.0904,0.0572,0.0593,0.0549"
0.8,0.8,multiframe,0.9110459622340561,0.02739674681146976,0,0,60,0,0,0,0,"0.8174,0.7837,0.8366,0.8060,0.8937,0.8696,0.8401,0.7924,0.7805,0.8256,0.8510,0.8405,0.8470,0.8350,0.8598,0.8738,0.8392,0.8121,0.8278,0.9110","0.0681,0.0700,0.0729,0.0887,0.0328,0.0437,0.0687,0.0724,0.0773,0.0348,0.0200,0.0405,0.0171,0.0581,0.0426,0.0169,0.0311,0.0315,0.0321,0.0274"
0.8,0.8,bt_laplace_bald,0.8283509761119451,0.048973928293884236,0,1,59,0,1,0,0,"0.8392,0.8410,0.8474,0.8573,0.8529,0.8395,0.8461,0.8347,0.8441,0.8410,0.8436,0.8594,0.8599,0.8553,0.8419,0.8461,0.8655,0.8299,0.8484,0.8284","0.0474,0.0459,0.0501,0.0368,0.0380,0.0385,0.0464,0.0354,0.0494,0.0486,0.0516,0.0397,0.0435,0.0387,0.0363,0.0358,0.0504,0.0383,0.0463,0.0490"
0.8,0.8,bt_laplace_bald_k,0.8462792511603694,0.03761612205708092,2,3,1494,1,5,0,1500,"0.8527,0.8391,0.8672,0.8387,0.8507,0.8512,0.8360,0.8421,0.8559,0.8439,0.8517,0.8440,0.8481,0.8503,0.8332,0.8487,0.8472,0.8636,0.8557,0.8463","0.0424,0.0411,0.0300,0.0504,0.0369,0.0410,0.0364,0.0488,0.0359,0.0441,0.0452,0.0451,0.0388,0.0381,0.0416,0.0439,0.0382,0.0427,0.0410,0.0376"
0.8,0.8,bt_laplace_bald_random,0.7630549807525085,0.11874174323801567,0,0,60,0,60,60,0,"0.7575,0.7290,0.7003,0.7515,0.8831,0.9159,0.8590,0.8268,0.8947,0.8622,0.9448,0.9340,0.8951,0.8646,0.8395,0.8853,0.8137,0.8153,0.7347,0.7631","0.0546,0.0951,0.0424,0.0901,0.0236,0.0342,0.0597,0.0535,0.0125,0.0385,0.0240,0.0188,0.0267,0.0499,0.0503,0.0504,0.0849,0.0679,0.1050,0.1187"
0.8,0.8,bt_laplace_bald_left,0.7813111261662935,0.06491730436246977,0,0,60,0,60,60,0,"0.8626,0.7942,0.8286,0.8418,0.8169,0.8256,0.6977,0.7119,0.7311,0.6545,0.6264,0.6239,0.6371,0.6244,0.6299,0.6467,0.6675,0.6968,0.7049,0.7813","0.0387,0.0443,0.0326,0.0086,0.0088,0.0062,0.0244,0.0478,0.0162,0.0481,0.0545,0.0644,0.0461,0.0342,0.0403,0.0538,0.0533,0.0429,0.0427,0.0649"
