personID,food,size_A,access_A,income_A,poverty_A,last_donation_A,total_donation_A,dist_A,size_B,access_B,income_B,poverty_B,last_donation_B,total_donation_B,dist_B,num_Q,AorB
V5,0,1,0,5,0,2,30,0,4,2,4,1,6,21,0,14,B
V5,1,1,1,5,1,1,52,0,0,1,2,0,8,28,1,15,B
V5,1,0,1,2,1,1,5,2,4,1,3,1,4,17,2,16,A
V5,0,3,2,2,3,4,16,2,0,1,4,0,12,28,1,17,A
V5,0,0,1,0,6,1,62,3,1,1,1,3,6,23,3,18,B
V5,0,3,1,3,0,6,66,3,2,2,5,0,5,35,2,19,A
V5,0,3,2,3,0,2,58,2,1,2,1,1,8,52,2,20,B
V5,1,4,0,3,0,1,28,3,3,1,0,2,2,81,1,21,B
V5,0,1,1,5,0,10,83,3,2,0,3,1,8,85,2,22,B
V5,1,3,0,3,0,9,52,1,4,2,3,1,1,29,3,23,B
V5,1,3,2,0,4,8,42,3,3,0,3,0,12,18,2,24,A
V5,0,0,1,2,2,6,52,3,0,2,5,1,11,23,0,25,B
V5,0,1,2,1,4,9,11,3,3,0,5,1,5,68,2,26,A
V5,1,0,2,2,0,3,55,1,0,2,4,0,8,51,2,27,A
V5,1,2,0,5,0,0,0,1,2,2,2,1,12,28,3,28,B
V5,0,0,0,0,1,3,79,3,3,1,4,1,3,7,2,29,A
V5,1,1,0,4,0,10,14,1,4,1,3,0,1,63,1,30,B
V5,1,4,0,2,2,4,66,2,0,0,3,0,0,0,0,31,A
V5,0,3,0,5,1,4,57,1,4,0,4,1,12,50,0,32,B
V5,0,1,2,5,1,11,83,3,0,1,4,1,5,70,2,33,A
V5,1,3,1,3,1,10,25,3,1,2,3,1,7,65,0,34,A
V5,0,4,1,0,1,3,1,3,2,2,0,5,1,49,3,35,B
V5,0,1,2,4,0,9,75,2,2,2,0,0,9,47,0,36,B
V5,1,1,1,1,2,5,49,3,3,2,5,1,1,8,2,37,A
V5,0,3,1,0,7,9,61,2,1,1,1,4,10,9,2,38,A
V5,1,0,2,1,2,6,24,1,4,2,4,0,0,0,1,39,B
V5,1,1,0,1,3,3,1,3,2,1,3,1,6,73,0,40,A
V5,1,0,2,1,0,11,38,3,0,2,2,2,11,31,2,41,B
V5,0,2,1,3,0,7,69,1,3,0,4,1,2,33,3,42,A
V5,1,2,1,3,1,11,20,1,3,1,0,2,3,48,2,43,B
V5,0,2,2,2,3,5,11,3,2,0,4,1,3,18,1,44,A
V5,0,4,0,2,2,5,44,2,0,1,0,4,10,76,0,45,B
V5,1,1,2,2,0,4,41,0,1,2,5,0,2,19,3,46,A
V6,1,3,2,4,0,6,53,1,3,0,2,2,4,26,1,1,A
V6,1,4,2,2,0,0,0,0,0,1,2,3,9,20,0,2,A
V6,0,1,0,2,3,3,22,2,0,0,4,0,3,62,2,3,A
V6,1,2,2,0,6,6,72,1,3,2,5,1,2,13,1,4,B
V6,1,2,2,4,0,11,31,2,4,2,3,0,0,0,3,5,A
V6,0,2,2,1,4,0,0,0,0,1,2,2,11,43,3,6,A
V6,1,0,0,0,4,7,14,2,3,0,2,2,5,39,1,7,B
V6,1,3,0,1,4,4,2,2,2,0,1,1,7,31,0,8,A
V6,0,1,2,1,3,6,72,2,4,1,1,2,11,68,3,9,B
V6,1,0,2,3,0,12,30,0,3,1,4,0,6,61,0,10,A
V6,1,3,2,5,0,2,76,3,4,2,3,0,2,74,3,11,A
V6,0,3,1,2,2,6,87,1,0,2,4,1,0,0,0,12,A
V6,1,4,0,4,1,6,84,1,0,2,0,4,10,61,1,13,B
V6,0,3,1,1,3,7,40,2,4,0,3,1,5,2,3,14,B
V6,1,3,1,4,1,5,43,2,1,0,5,1,1,71,3,15,A
V6,1,2,2,2,3,10,6,2,2,1,4,0,12,58,0,16,A
V6,1,4,1,0,2,12,34,0,0,1,0,3,9,82,1,17,A
V6,1,4,0,1,1,10,84,1,3,2,3,1,3,69,1,18,A
V6,0,3,2,5,1,0,0,0,0,0,0,0,1,55,2,19,B
V6,1,4,2,4,1,7,60,0,1,2,3,1,0,0,0,20,A
V6,0,0,2,2,3,5,58,0,0,2,3,0,12,18,3,21,A
V6,1,2,0,5,1,3,75,1,1,2,5,0,5,67,2,22,A
V6,1,0,2,3,0,6,52,0,3,2,4,0,8,17,3,23,B
V6,1,2,1,3,1,9,18,0,1,0,2,2,9,52,1,24,A
V6,0,4,2,4,1,7,12,0,1,0,2,1,5,78,0,25,A
V6,0,3,0,0,5,9,45,3,3,2,0,3,8,43,2,26,A
V6,1,3,0,5,0,2,47,1,4,2,1,1,1,46,2,27,B
V6,1,3,1,4,1,3,35,2,1,0,2,2,7,31,0,28,B
V6,1,4,2,5,0,6,90,2,0,2,1,3,2,38,1,29,A
V6,0,4,1,3,0,2,73,0,2,0,0,6,2,59,1,30,B
V6,1,2,2,3,0,12,16,3,1,2,2,1,12,1,3,31,A
V6,0,4,1,2,3,4,86,3,4,2,4,1,4,34,0,32,B
V6,1,0,2,5,1,1,90,1,3,0,3,1,9,11,0,33,B
V6,1,3,2,1,3,6,76,0,1,2,2,3,2,70,2,34,A
V6,1,0,2,0,1,1,86,3,0,1,3,0,9,76,2,35,B
V6,1,2,1,2,2,10,18,2,0,2,1,2,6,16,3,36,A
V6,1,2,0,2,2,2,73,1,3,1,2,2,1,56,1,37,B
V6,0,0,1,2,3,12,50,1,1,2,1,4,11,43,1,38,B
V6,1,1,1,0,5,8,46,1,4,0,0,3,7,8,2,39,B
V6,1,3,2,0,0,1,53,0,2,0,4,0,2,29,2,40,A
V6,1,2,1,1,1,12,65,3,4,1,0,6,8,74,0,41,B
V6,1,2,0,3,1,2,40,0,3,1,3,0,10,2,2,42,B
V6,0,1,0,4,0,9,35,3,1,0,0,0,5,64,2,43,A
V6,0,0,0,0,0,5,1,0,0,0,3,0,10,57,2,44,A
V6,1,2,0,5,1,10,12,2,2,1,1,4,5,43,3,45,B
V7,0,3,2,2,3,0,0,0,4,2,2,0,12,42,0,1,A
V7,1,2,0,4,0,1,55,0,0,1,5,1,7,77,0,2,B
V7,0,1,1,3,0,4,39,1,0,0,4,1,12,41,1,3,A
V7,0,4,1,2,0,6,65,2,1,1,3,1,2,22,0,4,A
V7,0,2,2,5,1,4,87,1,3,1,2,3,8,59,2,5,B
V7,1,0,0,1,2,2,12,0,3,1,5,0,0,0,1,6,B
V7,0,3,1,3,1,7,51,1,4,0,2,0,5,5,2,7,B
V7,1,2,1,3,1,10,43,3,1,0,4,0,12,37,1,8,A
V7,0,2,2,1,0,1,54,0,3,2,3,1,6,29,1,9,B
V7,1,2,1,1,2,1,85,0,0,0,5,0,6,5,2,10,A
V7,1,1,2,4,0,2,85,1,3,1,1,3,4,32,0,11,B
V7,1,2,0,4,1,7,38,1,3,2,1,4,4,81,1,12,B
V7,0,1,0,1,1,2,78,0,0,0,3,0,0,0,1,13,B
V7,0,1,2,1,0,1,21,2,4,0,3,0,7,69,3,14,A
V7,0,2,1,1,2,6,11,2,2,1,5,1,11,62,3,15,A
V7,1,0,0,3,1,7,71,3,1,0,4,0,6,64,1,16,A
V7,0,1,1,4,0,11,71,2,0,1,2,1,2,40,0,17,B
V7,1,3,2,1,2,1,40,3,4,0,4,1,12,50,0,18,A
V7,1,2,0,0,6,5,26,3,4,0,4,1,1,68,3,19,A
V7,0,4,2,2,2,12,74,1,3,2,2,3,12,40,0,20,A
V7,1,0,2,2,0,10,22,2,3,1,1,1,4,60,0,21,A
V7,1,3,2,2,3,7,46,2,2,2,1,0,10,19,0,22,A
V7,1,0,2,5,0,2,43,3,2,2,3,1,5,13,2,23,B
V7,0,0,0,2,2,11,57,0,0,0,0,5,9,84,1,24,B
V7,1,2,1,2,1,6,73,1,3,0,4,0,2,89,2,25,A
V7,1,1,2,0,5,11,60,3,2,0,0,2,1,16,1,26,A
V7,0,1,2,4,1,8,3,0,1,0,4,0,7,9,3,27,A
V7,1,2,2,5,0,7,8,1,0,0,3,1,9,10,1,28,A
V7,0,4,1,4,0,0,0,1,1,0,4,1,9,30,1,29,A
V7,1,0,0,1,1,1,64,2,0,1,1,4,9,69,0,30,B
V7,0,1,1,1,3,7,76,3,4,1,2,2,0,0,0,31,B
V7,1,1,1,2,2,10,24,0,0,1,2,3,6,20,0,32,B
V7,1,4,0,4,1,0,0,0,0,1,2,1,0,0,3,33,B
V7,1,3,2,2,1,8,38,0,4,1,0,1,5,3,2,34,B
V7,0,2,0,1,4,1,30,2,4,0,1,0,1,15,2,35,A
V7,0,2,1,5,1,12,15,0,0,0,3,0,11,20,3,36,A
V7,1,1,2,1,1,0,0,0,4,2,1,0,6,61,3,37,A
V7,0,1,1,5,0,3,60,3,3,2,5,1,12,63,0,38,B
V7,1,4,1,4,1,0,0,0,3,2,2,3,10,58,0,39,B
V7,1,2,2,4,1,4,17,2,1,1,4,0,12,34,1,40,A
V7,1,0,2,2,2,11,29,2,1,1,3,0,11,53,0,41,A
V7,1,0,0,2,3,11,43,1,2,0,0,5,10,28,3,42,B
V7,1,3,1,2,2,9,67,1,1,0,3,0,0,0,1,43,B
V7,1,4,0,0,3,5,73,1,1,0,5,0,0,0,0,44,A
V7,1,0,1,4,1,7,88,2,0,0,0,6,11,16,2,45,B
